id,name,full_name,address,legal_address,email,phone,fax,site,director,director_id,director_post,organization_rights_form,priority,upstanding_organization_id,is_published,organization_category_id,sr_organization_category_id,slug,created_at,updated_at
841,"Центр экспертизы градостроительства","Центр экспертизы градостроительства","г. Москва , ул. Летниковская, 6а, ауд. 7б",,,"+7(495) 727-61-11",,http://cegrad.ru/,,NULL,,NULL,1,NULL,0,33,NULL,centr-ekspertizy-gradostroitelstva,"2013-10-24 11:30:10","2013-10-24 11:30:10"
842,САМТ-Фонд,"НО «Фонд развития спецавтотранспорта, средств механизации и технологий выполнения работ в строительстве»","127434, Москва, ул. Ивановская, д.19-21",,Koldaeva@samt-fond.ru,"+7 (495) 916-07-08",,,,NULL,,NULL,1,NULL,0,33,NULL,samt-fond,"2013-10-28 09:56:56","2013-10-28 09:56:56"
843,Гордорстрой,"ОАО «Гордорстрой»","117292, Москва, ул. Кржижановского, д. 7, корп. 3",,,"+7 (499) 125-75-11",,http://www.gordorstroy.ru/,,NULL,,NULL,1,NULL,1,33,NULL,gordorstroi,"2013-11-05 13:46:15","2013-11-05 13:46:15"
844,"Группа ИНА","ЗАО «Группа ИНА»","115093, Москва, 3-й Павловский переулок, д. 2",,,"+7 (495) 956-68-97",,http://www.ina-group.ru/,,NULL,,NULL,1,NULL,1,33,NULL,gruppa-ina,"2013-11-05 13:52:24","2013-11-05 13:52:24"
845,УЖС-1,"ОАО «УЖС-1»:","г. Москва, ул. Верхняя Первомайская, д. 36/35",,,"+7 (495) 424-99-03; +7 (495)-644-02-00",,,,NULL,,NULL,1,NULL,1,33,NULL,uzhs-1,"2013-11-05 14:15:11","2013-11-05 14:15:11"
846,ТУКС-2,"ЗАО «ТУКС-2»","125040, г. Москва, 5-я ул. Ямского поля, д. 5, стр. 1",,,"+7 (499) 750-08-49",,http://www.tuks2.ru/,,NULL,,NULL,1,NULL,1,33,NULL,tuks-2,"2013-12-04 11:01:53","2013-12-04 11:01:53"
847,"Межотраслевой технологический институт повышения квалификации","АНО ДПО «Межотраслевой технологический институт повышения квалификации»","г.  Москва , ул. Заречная, д. 9",,info@mot-ipk.ru,"+7(495) 215-09-26",,,,NULL,,NULL,1,NULL,0,33,NULL,mezhotraslevoi-tehnologicheskii-institut-povysheniya-kvalifikacii,"2014-02-21 16:04:02","2014-02-21 16:04:02"
848,"Сити-XXI век","Девелоперская компания «Сити-XXI век»","129085, г. Москва, пр-т. Мира, д. 95, стр. 3",,,"+7 (495) 755-88-55",,http://city-xxi.ru/,,NULL,,NULL,1,NULL,0,33,NULL,siti-xxi-vek,"2014-03-18 15:58:52","2014-03-19 15:46:38"
849,"Териберский Берег","ООО «Териберский Берег»","127473, Россия, Москва 4-й Самотечный пер., дом 3",,,"+7 (495) 783-56-83",,http://tb-invest.ru/,,NULL,,NULL,1,NULL,0,33,NULL,teriberskii-bereg,"2014-03-18 16:04:51","2014-03-18 16:05:03"
850,Капстройпроект,"ЗАО «Капстройпроект»","г. Москва, ул. Коккинаки, д.4",,,"+7 (499) 152-00-67",,http://www.kpsp.ru/,,NULL,,NULL,1,NULL,0,33,NULL,kapstroiproekt,"2014-03-19 10:50:30","2014-03-19 10:56:27"
851,"ГК Пионер","Группа компаний ""Пионер""",,,,"+7 (495) 987-35-35; +7 (495) 502-95-59",,http://pioneer.ru/,,NULL,,NULL,1,NULL,0,33,NULL,gk-pioner,"2014-03-19 12:03:19","2014-03-19 12:03:19"
852,Руцог-Инвест,"ООО «Руцог-Инвест»","129110, Москва, проспект Мира, д. 33, корп. 1",,,"+7 (495) 797-58-11",,http://www.rutsog.ru/,,NULL,,NULL,1,NULL,0,33,NULL,rucog-invest,"2014-03-19 12:09:07","2014-03-19 12:09:07"
853,ТЭПИНЖЕНИРИНГ,"ЗАО Фирма «ТЭПИНЖЕНИРИНГ»","107023, г. Москва, ул. Электрозаводская, д. 12 ""Б""",,,"+7 (495) 777-82-97",,http://www.tepin.ru/,"Романов Дмитрий Анатольевич",NULL,,NULL,1,NULL,0,33,NULL,tepinzheniring,"2014-03-19 12:55:22","2014-03-19 12:55:22"
854,ИНВЕСТСПЕЦСТРОЙ,"Группа компаний ""ИНВЕСТСПЕЦСТРОЙ""","г. Москва 111123,  ш. Энтузиастов, д. 56, стр. 32, офис 480",,,"+7(495) 780-51-51",,http://invss.ru/,,NULL,,NULL,1,NULL,0,33,NULL,investspecstroi,"2014-03-19 13:07:55","2014-03-19 13:07:55"
856,Моинжпроект,"ОАО ""Моинжпроект""","101990, Москва, Сверчков переулок, д. 4/1",,,"+7 (495) 225-19-46",,http://www.mosinzhproekt.ru/,,NULL,,NULL,1,NULL,0,33,NULL,moinzhproekt,"2014-03-19 16:11:49","2014-03-19 16:11:49"
857,"AFI Development","AFI Development","121059, г. Москва, Бережковская набережная, 16А, стр. 5",,,"+7 (495) 796-99-88",,http://www.afi-development.com/ru/,,NULL,,NULL,1,NULL,0,33,NULL,afi-development,"2014-03-19 16:25:10","2014-03-19 16:25:10"
858,"ГК ГЕРА","Группа Компаний «ГЕРА»","125252, г. Москва, ул. 3-я Песчаная, д. 5, к. 3",,,"+7(495) 937-32-32",,http://geragroup.ru/,,NULL,,NULL,1,NULL,0,33,NULL,gk-gera,"2014-03-19 16:37:23","2014-03-19 16:37:23"
859,АРХИНЖ,"ООО ""АРХИНЖ""","117105 г. Москва, ул. Нагатинская 1, стр. 2",,,"+7(495) 640-13-30",,http://www.arhing.ru/,,NULL,,NULL,1,NULL,0,33,NULL,arhinzh,"2014-03-19 16:46:26","2014-03-19 16:46:26"
860,"ООО ""СУ-555""","ООО ""СУ-555""","107113, г. Москва, Сокольническая площадь, д. 4А",,,"+7 (499) 685-11-15",,http://su-555.ru/index.php,"Андриянов Вячеслав Валерьевич",NULL,,NULL,1,NULL,1,33,NULL,ooo-su-555,"2014-06-09 14:06:41","2014-12-05 15:48:47"
861,"Совет молодых специалистов","Совет молодых специалистов Комплекса градостроительной политики и строительства города Москвы","125009, г. Москва, Никитский переулок, д. 5",,,"+7 (495) 629-60-09",,,"Сидельников Андрей Юрьевич",NULL,Председатель,NULL,1,NULL,1,33,NULL,sovet-molodyh-specialistov,"2014-09-02 14:34:46","2014-09-02 14:34:46"
862,"Благотворительный Фонд ветеранов","Благотворительный Фонд ветеранов строителей Москвы","119019, г. Москва, ул. Новый Арбат, д.11, стр. 1",,,"+7 (495) 697-19-92",,,"Родионов Рафаил Павлович",NULL,"Генеральный директор",NULL,1,NULL,0,33,NULL,blagotvoritelnyi-fond-veteranov,"2014-09-02 14:37:50","2014-09-02 14:37:50"
863,"АНО ДПО «СНТА»","Автономная некоммерческая организация дополнительного профессионального образования «Современная научно-технологическая академия»","Москва, Газетный пер., д. 3-5, стр. 1",,click@snta.ru,"+7 (495) 247-58-58",,http://www.snta.ru/,"Клишин Антон Алексеевич",NULL,,NULL,1,NULL,1,33,NULL,ano-dpo-snta,"2014-09-15 13:35:12","2014-09-15 13:35:12"
864,"Управление по контролю за соблюдением законодательства в градостроительной деятельности  (Департамент градостроительной политики)","Управление по контролю за соблюдением законодательства в градостроительной деятельности Департамента градостроительной политики",,,,"+7 (495) 956-64-91",,,"Комаров Сергей Сергеевич",NULL,,NULL,1,NULL,1,35,NULL,upravlenie-po-kontrolu-za-sobludeniem-zakonodatelstva-v-gradostroitelnoi-deyatelnosti,"2014-10-09 10:49:27","2014-10-22 11:04:17"
865,"Управление корпоративного развития (Департамент градостроительной политики)*","Управление корпоративного развития Департамента градостроительной политики города Москвы*",,,,"+7 (495) 956-80-91",,,"Кокарев Алексей Александрович",NULL,"и.о. начальника",NULL,1,NULL,1,35,NULL,upravlenie-korporativnogo-razvitiya-departament-gradostroitelnoi-politiki,"2014-10-09 11:58:53","2014-10-09 11:58:53"
866,"Управление выдачи разрешений на ввод объектов в эксплуатацию (Мосгосстройнадзор)","Управление выдачи разрешений на ввод объектов в эксплуатацию Мосгосстройнадзора",,,,"+7 (499) 240-53-46",,,,1081,,NULL,1,285,1,35,NULL,upravlenie-vydachi-razreshenii-na-vvod-obektov-v-ekspluataciu,"2014-10-16 17:47:33","2014-10-16 17:50:55"
867,"НП РАИ","Некоммерческое партнёрство «Региональный альянс изыскателей»","115035, Москва, Софийская наб., д. 30, стр. 3, этаж 3",,,"+7 (495) 953-29-49",,http://www.sro-rai.ru/,"Харуцкий Димитрий Вячеславович",NULL,,NULL,1,NULL,1,20,6,np-regionalnyi-alyans-izyskatelei,"2014-10-22 13:33:59","2014-10-22 13:38:39"
868,"НП ""ПАМ""","Саморегулируемая организация Некоммерческое партнерство «Проектировочный Альянс Монолит»","115093, г. Москва, ул. Люсиновская, д. 36, стр. 1, этаж 3",,,"+7 (495) 777-22-37",,http://www.sropam.ru/,"Булыгин Олег Анатольевич",NULL,,NULL,1,NULL,1,20,7,np-pam,"2014-10-30 17:47:07","2014-10-30 17:47:07"
869,"Профессиональное сообщество проектировщиков","СРО НП «Профессиональное сообщество проектировщиков»","19435, г. Москва, Большой Саввинский переулок, дом 12, стр. 16, подъезд 3, 6-й этаж",,,"+7 (495) 215-06-92",,http://sropsp.ru/,"Сидоров Александр Михайлович",NULL,"Исполнительный директор",NULL,1,NULL,1,20,7,professionalnoe-soobschestvo-proektirovschikov,"2014-10-30 17:54:49","2014-10-30 17:55:45"
870,"Новые Строительные Технологии","ООО ""Новые Строительные Технологии""","Москва, ул. Бибиревская, д. 8, к. 1",,,"+7 (495) 617-08-44",,http://www.nst-m.ru/,,NULL,,ООО,1,NULL,0,33,NULL,novye-stroitelnye-tehnologii,"2014-11-14 13:16:32","2014-11-14 13:16:32"
871,"Инжиниринговая Компания «2К»","ООО «Инжиниринговая Компания «2К»","127055 г. Москва, Бутырский вал, 68/70, стр. 2, ДЦ ""Интеллект-парк""",,,"+ 7 (495) 626-30-40",,http://www.ik2k.ru/,"Дроздовский Аркадий Александрович",NULL,,NULL,1,NULL,1,33,NULL,2k,"2014-11-26 10:24:47","2014-11-26 13:42:02"
872,"Генеральная подрядная компания «Строительная индустрия»","ООО «Генеральная подрядная компания «Строительная индустрия»","127055 г. Москва, Бутырский вал, 68/70, стр. 2, ДЦ ""Интеллект-парк""",,,"+ 7 (495) 626-30-40",,http://stroindastri.ru/,"Дроздовский Аркадий Александрович",NULL,,NULL,1,NULL,1,33,NULL,stroitelnaya-industriya,"2014-11-26 10:32:21","2014-11-26 13:44:50"
873,"Институт промышленного и гражданского проектирования «2К»","ООО «Институт промышленного и гражданского проектирования «2К»","Адрес: 127055 г. Москва, Бутырский вал, 68/70, стр. 2, ДЦ ""Интеллект-парк""",,,"+7 (495) 626-30-40",,http://2k-project.ru/,"Смирнов Кирилл Сергеевич",NULL,,NULL,1,NULL,0,33,NULL,institut-promyshlennogo-i-grazhdanskogo-proektirovaniya-2k,"2014-11-26 10:36:54","2014-11-26 10:44:36"
874,"Национальный альянс строителей","Некоммерческое партнерство ""Содействие по повышению качества строительных работ ""Национальный альянс строителей""","119121, г. Москва, ул. Смоленская, д. 7, пом. 1",,,"+ 7 (495) 668-12-26",,http://www.npnas.ru,"Астахов Александр Владимирович",NULL,"Генеральный директор",NULL,1,NULL,1,20,8,nacionalnyi-alyans-stroitelei,"2014-11-28 12:50:38","2014-11-28 13:13:27"
875,Спецстройнадзор,"Некоммерческое партнерство объединение строителей особоопасных и технически сложных объектов ""Спецстройнадзор""","119034, г. Москва, пер. Кропоткинский, д. 4.",,,"+7 (499) 255-87-57",,http://xn--80aibkhyffblhbco2d.xn--p1ai/,"Косарев Дмитрий Сергеевич",NULL,"Президент партнерства",NULL,1,NULL,1,20,8,specstroinadzor,"2014-11-28 13:13:11","2014-11-28 13:18:39"
876,Союзнефтегазстрой,"Некоммерческое партнерство ""Союз строителей нефтегазовой отрасли"" НП ""Союзнефтегазстрой""","127254, г. Москва, ул. Добролюбова, д. 16, корп. 1",,,"+7 (499) 799-89-14; +7 (499) 799-89-16",,http://www.npsngs.ru,"Стасев Владимир Васильевич",NULL,Председатель,NULL,1,NULL,1,20,8,souzneftegazstroi,"2014-11-28 13:28:50","2014-11-28 13:33:40"
